admin1pcode,admin2pcode,admin3pcode,admin4pcode,beneficiaries,beneficiary_frequencies,clusters,total_pop,wounded_dead,wounded_dead_100k,damaged_houses,damaged_houses_100k,eq_score
NA,NA,NA,C1745,NA,NA,NA,1000,NA,NA,NA,NA,NA
NA,NA,NA,C1746,NA,NA,NA,1125,NA,NA,NA,NA,NA
NA,NA,NA,C1748,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1749,NA,NA,NA,700,NA,NA,NA,NA,NA
NA,NA,NA,C1750,NA,NA,NA,650,NA,NA,NA,NA,NA
NA,NA,NA,C1751,NA,NA,NA,500,NA,NA,NA,NA,NA
NA,NA,NA,C1752,NA,NA,NA,1610,NA,NA,NA,NA,NA
NA,NA,NA,C1753,NA,NA,NA,625,NA,NA,NA,NA,NA
NA,NA,NA,C1754,NA,NA,NA,1205,NA,NA,NA,NA,NA
NA,NA,NA,C1755,NA,NA,NA,2085,NA,NA,NA,NA,NA
NA,NA,NA,C1756,NA,NA,NA,975,NA,NA,NA,NA,NA
NA,NA,NA,C1757,NA,NA,NA,1765,NA,NA,NA,NA,NA
NA,NA,NA,C1758,NA,NA,NA,875,NA,NA,NA,NA,NA
NA,NA,NA,C1759,NA,NA,NA,600,NA,NA,NA,NA,NA
NA,NA,NA,C1760,NA,NA,NA,950,NA,NA,NA,NA,NA
NA,NA,NA,C1761,NA,NA,NA,860,NA,NA,NA,NA,NA
NA,NA,NA,C1762,NA,NA,NA,1390,NA,NA,NA,NA,NA
NA,NA,NA,C1763,NA,NA,NA,660,NA,NA,NA,NA,NA
NA,NA,NA,C1764,NA,NA,NA,1140,NA,NA,NA,NA,NA
NA,NA,NA,C1765,NA,NA,NA,960,NA,NA,NA,NA,NA
NA,NA,NA,C1767,NA,NA,NA,154660,NA,NA,NA,NA,NA
NA,NA,NA,C1768,NA,NA,NA,2625,NA,NA,NA,NA,NA
NA,NA,NA,C1769,NA,NA,NA,2230,NA,NA,NA,NA,NA
NA,NA,NA,C1770,NA,NA,NA,1035,NA,NA,NA,NA,NA
NA,NA,NA,C1771,NA,NA,NA,625,NA,NA,NA,NA,NA
NA,NA,NA,C1772,NA,NA,NA,700,NA,NA,NA,NA,NA
NA,NA,NA,C1773,NA,NA,NA,595,NA,NA,NA,NA,NA
NA,NA,NA,C1774,NA,NA,NA,870,NA,NA,NA,NA,NA
NA,NA,NA,C1775,NA,NA,NA,1000,NA,NA,NA,NA,NA
NA,NA,NA,C1776,NA,NA,NA,1125,NA,NA,NA,NA,NA
NA,NA,NA,C1777,NA,NA,NA,775,NA,NA,NA,NA,NA
NA,NA,NA,C1778,NA,NA,NA,720,NA,NA,NA,NA,NA
NA,NA,NA,C1779,NA,NA,NA,1130,NA,NA,NA,NA,NA
NA,NA,NA,C1780,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C1781,NA,NA,NA,1065,NA,NA,NA,NA,NA
NA,NA,NA,C1782,NA,NA,NA,1000,NA,NA,NA,NA,NA
NA,NA,NA,C1783,NA,NA,NA,2055,NA,NA,NA,NA,NA
NA,NA,NA,C1784,NA,NA,NA,625,NA,NA,NA,NA,NA
NA,NA,NA,C1785,NA,NA,NA,875,NA,NA,NA,NA,NA
NA,NA,NA,C1786,NA,NA,NA,590,NA,NA,NA,NA,NA
NA,NA,NA,C1787,NA,NA,NA,515,NA,NA,NA,NA,NA
NA,NA,NA,C1788,NA,NA,NA,1125,NA,NA,NA,NA,NA
NA,NA,NA,C1789,NA,NA,NA,620,NA,NA,NA,NA,NA
NA,NA,NA,C1790,NA,NA,NA,650,NA,NA,NA,NA,NA
NA,NA,NA,C1791,NA,NA,NA,1325,NA,NA,NA,NA,NA
NA,NA,NA,C1792,NA,NA,NA,1595,NA,NA,NA,NA,NA
NA,NA,NA,C1793,NA,NA,NA,700,NA,NA,NA,NA,NA
NA,NA,NA,C1794,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C1795,NA,NA,NA,400,NA,NA,NA,NA,NA
NA,NA,NA,C6335,NA,NA,NA,900,NA,NA,NA,NA,NA
NA,NA,NA,C6431,NA,NA,NA,2135,NA,NA,NA,NA,NA
NA,NA,NA,C6432,NA,NA,NA,1500,NA,NA,NA,NA,NA
NA,NA,NA,C7434,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C7503,NA,NA,NA,500,NA,NA,NA,NA,NA
NA,NA,NA,C7526,NA,NA,NA,575,NA,NA,NA,NA,NA
NA,NA,NA,C8111,NA,NA,NA,300,NA,NA,NA,NA,NA
NA,NA,NA,C8186,NA,NA,NA,300,NA,NA,NA,NA,NA
NA,NA,NA,C8192,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C8197,NA,NA,NA,1700,NA,NA,NA,NA,NA
NA,NA,NA,C8198,NA,NA,NA,680,NA,NA,NA,NA,NA
NA,NA,NA,C2218,NA,NA,NA,581,NA,NA,NA,NA,NA
NA,NA,NA,C2223,NA,NA,NA,418,NA,NA,NA,NA,NA
NA,NA,NA,C7554,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C8243,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C8274,NA,NA,NA,315,NA,NA,NA,NA,NA
NA,NA,NA,C2253,NA,NA,NA,630,NA,NA,NA,NA,NA
NA,NA,NA,C7520,NA,NA,NA,518,NA,NA,NA,NA,NA
NA,NA,NA,C7609,NA,NA,NA,120,NA,NA,NA,NA,NA
NA,NA,NA,C7610,NA,NA,NA,234,NA,NA,NA,NA,NA
NA,NA,NA,C7619,NA,NA,NA,255,NA,NA,NA,NA,NA
NA,NA,NA,C7624,NA,NA,NA,240,NA,NA,NA,NA,NA
NA,NA,NA,C3151,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3152,NA,NA,NA,1200,NA,NA,NA,NA,NA
NA,NA,NA,C3153,NA,NA,NA,245,NA,NA,NA,NA,NA
NA,NA,NA,C3154,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3155,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3156,NA,NA,NA,162,NA,NA,NA,NA,NA
NA,NA,NA,C3157,NA,NA,NA,114,NA,NA,NA,NA,NA
NA,NA,NA,C3158,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3159,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3160,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3161,NA,NA,NA,163,NA,NA,NA,NA,NA
NA,NA,NA,C3162,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3163,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3165,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3166,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3167,NA,NA,NA,57,NA,NA,NA,NA,NA
NA,NA,NA,C3168,NA,NA,NA,47,NA,NA,NA,NA,NA
NA,NA,NA,C3172,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6545,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6546,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6547,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6548,NA,NA,NA,209,NA,NA,NA,NA,NA
NA,NA,NA,C6710,NA,NA,NA,210,NA,NA,NA,NA,NA
NA,NA,NA,C7912,NA,NA,NA,508,NA,NA,NA,NA,NA
NA,NA,NA,C3186,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3187,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3188,NA,NA,NA,375,NA,NA,NA,NA,NA
NA,NA,NA,C3189,NA,NA,NA,510,NA,NA,NA,NA,NA
NA,NA,NA,C3190,NA,NA,NA,54,NA,NA,NA,NA,NA
NA,NA,NA,C3191,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3193,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3194,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3195,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3196,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3197,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3198,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3199,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3200,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3201,NA,NA,NA,2525,NA,NA,NA,NA,NA
NA,NA,NA,C3202,NA,NA,NA,345,NA,NA,NA,NA,NA
NA,NA,NA,C3203,NA,NA,NA,2425,NA,NA,NA,NA,NA
NA,NA,NA,C3204,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3205,NA,NA,NA,305,NA,NA,NA,NA,NA
NA,NA,NA,C3206,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3207,NA,NA,NA,1500,NA,NA,NA,NA,NA
NA,NA,NA,C3208,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3209,NA,NA,NA,320,NA,NA,NA,NA,NA
NA,NA,NA,C6544,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7195,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7196,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7197,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7873,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7879,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7880,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7896,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3498,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3499,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3500,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3501,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3502,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3503,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3504,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,NA,NA,C3505,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3506,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3507,NA,NA,NA,140,NA,NA,NA,NA,NA
NA,NA,NA,C3508,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3509,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3510,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3511,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3512,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3513,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3514,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3515,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3516,NA,NA,NA,135,NA,NA,NA,NA,NA
NA,NA,NA,C3517,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3518,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6650,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6651,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6652,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6653,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6654,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7212,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7214,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7961,NA,NA,NA,125,NA,NA,NA,NA,NA
NA,NA,NA,C7963,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7964,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7970,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7973,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7976,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7977,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7982,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3722,NA,NA,NA,285,NA,NA,NA,NA,NA
NA,NA,NA,C3723,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3724,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3725,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3726,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3727,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3728,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3729,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3730,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3731,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3732,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3733,NA,NA,NA,490,NA,NA,NA,NA,NA
NA,NA,NA,C3734,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3735,NA,NA,NA,235,NA,NA,NA,NA,NA
NA,NA,NA,C3736,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C3737,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3738,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3739,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3740,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3741,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3742,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3743,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3744,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C3745,NA,NA,NA,0,NA,NA,NA,NA,NA
